"1520216171.1596982","-0.0","0.0","0.00092","5e-05"
"1520216171.209504","0.0","0.0","0.00079","-1e-05"
"1520216171.2350543","-0.0","-0.0","0.00066","-3e-05"
"1520216171.2565043","0.0","-0.0","0.00054","-4e-05"
"1520216171.2792106","0.0","0.0","0.00048","-0.00018"
"1520216171.3005793","-0.0","0.0","0.00044","-0.00012"
"1520216171.3219497","0.0","-0.0","0.00036","-0.00013"
"1520216171.345125","0.0","-0.0","0.00032","-0.00013"
"1520216171.363315","-0.0","0.0","0.00045","-0.00014"
"1520216171.3959107","-0.0","0.0","0.00038","-9e-05"
"1520216171.4303129","0.0","-0.0","0.00031","-0.00018"
"1520216171.4649649","-0.0","0.0","0.00036","-0.00016"
"1520216171.5034728","0.0","-0.0","0.00015","-0.00015"
"1520216171.531343","0.0","-0.0","0.00012","-0.00014"
"1520216171.5668726","0.0","-0.0","0.0001","-0.00015"
"1520216171.59315","-0.0","0.0","0.00031","-0.00021"
"1520216171.631457","0.0","0.0","0.0003","-0.00023"
"1520216171.6652822","0.0","0.0","0.0003","-0.00026"
"1520216171.6957479","0.0","0.0","0.0004","-0.00035"
"1520216171.7307584","0.0","0.0","0.00033","-0.00029"
"1520216171.7621748","-0.0","0.0","0.00033","-0.00028"
"1520216171.7928174","0.0","0.0","0.00034","-0.00045"
"1520216171.833138","0.0","0.0","0.00028","-0.0004"
"1520216171.8687193","0.0","0.0","0.00027","-0.00055"
"1520216171.9051354","-0.0","0.0","0.0005","-0.00057"
"1520216171.9314666","0.0","-0.0","0.0003","-0.00058"
"1520216171.9644194","-0.0","0.0","0.0004","-0.00053"
"1520216171.9957814","-0.0","0.0","0.00041","-0.00052"
"1520216172.0299814","0.0","-0.0","0.00031","-0.00048"
"1520216172.0632472","-0.0","0.0","0.00031","-0.00043"
"1520216172.105217","0.0","0.0","0.00036","-0.00048"
"1520216172.1375403","0.0","0.0","0.00038","-0.00049"
"1520216172.1689005","0.0","0.0","0.00037","-0.00047"
"1520216172.204376","-0.0","0.0","0.00036","-0.00043"
"1520216172.2309573","-0.0","0.0","0.00036","-0.00036"
"1520216172.2700858","-0.0","0.0","0.00035","-0.00034"
"1520216172.301172","-0.0","0.0","0.00034","-0.00032"
"1520216172.3384776","0.0","0.0","0.00028","-0.0003"
"1520216172.363652","0.0","0.0","0.00028","-0.00036"
"1520216172.399355","-0.0","0.0","0.00056","-0.00057"
"1520216172.4344375","-0.0","0.0","0.00053","-0.00051"
"1520216172.4690986","-0.0","0.0","0.0005","-0.00045"
"1520216172.5006018","-0.0","0.0","0.00049","-0.00042"
"1520216172.5313797","-0.0","0.0","0.00051","-0.00039"
"1520216172.5701442","-0.0","0.0","0.00045","-0.00035"
"1520216172.603157","0.0","0.0","0.00043","-0.00033"
"1520216172.6286542","-0.0","0.0","0.00057","-0.00038"
"1520216172.6704187","-0.0","0.0","0.00048","-0.00032"
"1520216172.7051134","-0.0","0.0","0.00046","-0.00028"
"1520216172.7385604","-0.0","0.0","0.00047","-0.00026"
"1520216172.766873","-0.0","0.0","0.00045","-0.00026"
"1520216172.8057487","0.0","0.0","0.00038","-0.00026"
"1520216172.836276","0.0","0.0","0.00034","-0.0003"
"1520216172.8674946","0.0","0.0","0.00031","-0.00027"
"1520216172.9044313","0.0","-0.0","0.00027","-0.00024"
"1520216172.9404864","0.0","0.0","0.00033","-0.00023"
"1520216172.9737883","0.0","0.0","0.00033","-0.0002"
"1520216173.002665","0.0","-0.0","0.00027","-0.00022"
"1520216173.032082","-0.0","0.0","0.0004","-0.00021"
"1520216173.0620074","-0.0","0.0","0.00041","-0.00022"
"1520216173.1010373","-0.0","0.0","0.00074","-0.00025"
"1520216173.20638","-0.0","0.0","0.0006","-0.0002"
"1520216173.2480612","0.0","0.0","0.0006","-0.00027"
"1520216173.271715","0.0","0.0","0.00054","-0.00026"
"1520216173.2948475","-0.0","0.0","0.00065","-0.00022"
"1520216173.3292527","-0.0","0.0","0.00068","-0.00021"
"1520216173.3627863","0.0","0.0","0.00063","-0.00017"
"1520216173.403132","0.0","-0.0","0.0005","-0.00015"
"1520216173.4318266","0.0","0.0","0.00089","-0.00026"
"1520216173.4627223","0.0","-0.0","0.00077","-0.00025"
"1520216173.506324","0.0","-0.0","0.00057","-0.00018"
"1520216173.5373359","0.0","-0.0","0.00052","-0.00022"
"1520216173.5628688","0.0","-0.0","0.00044","-0.0002"
"1520216173.596465","0.0","-0.0","0.00036","-0.00018"
"1520216173.6319084","0.0","-0.0","0.00048","-0.00018"
"1520216173.6678014","0.0","-0.0","0.00138","-0.00013"
"1520216173.7060564","0.0","-0.01","0.001","-3e-05"
"1520216173.7344263","0.0","-0.01","0.00144","-2e-05"
